HCPCS,DESCRIPTION,STATUS CODE,WORK RVU
0683T,Prgrmg dev eval isdss ip,C,0
0683T,Prgrmg dev eval isdss ip,C,0
0683T,Prgrmg dev eval isdss ip,C,0
0684T,Peri-px dev eval isdss ip,C,0
0684T,Peri-px dev eval isdss ip,C,0
0684T,Peri-px dev eval isdss ip,C,0
0685T,Interrog dev eval isdss ip,C,0
0685T,Interrog dev eval isdss ip,C,0
0685T,Interrog dev eval isdss ip,C,0
0686T,Histotripsy mal hepatcel tis,C,0
0687T,Tx amblyopia dev setup 1st,C,0
0688T,Tx amblyopia assmt w/report,C,0
0689T,Quan us tis charac w/o dx us,C,0
0689T,Quan us tis charac w/o dx us,C,0
0689T,Quan us tis charac w/o dx us,C,0
0690T,Quan us tis charac w/dx us,C,0
0690T,Quan us tis charac w/dx us,C,0
0690T,Quan us tis charac w/dx us,C,0
0691T,Auto alys xst ct std vrt fx,C,0
0691T,Auto alys xst ct std vrt fx,C,0
0691T,Auto alys xst ct std vrt fx,C,0
0692T,Therapeutic ultrafiltration,C,0
0693T,Compre ful bdy 3d mtn alys,C,0
0694T,3d vol img&rcnstj brst/ax,C,0
0694T,3d vol img&rcnstj brst/ax,C,0
0694T,3d vol img&rcnstj brst/ax,C,0
0695T,Bdy srf mpg pm/cvdfb tm impl,C,0
0696T,Bdy surf mapg pm/cvdfb f/up,C,0
0697T,Quan mr tis wo mri mlt orgn,C,0
0697T,Quan mr tis wo mri mlt orgn,C,0
0697T,Quan mr tis wo mri mlt orgn,C,0
0698T,Quan mr tiss w/mri mlt orgn,C,0
0698T,Quan mr tiss w/mri mlt orgn,C,0
0698T,Quan mr tiss w/mri mlt orgn,C,0
0699T,Njx pst chmbr eye medication,C,0
0700T,Molec fluor img sus nev 1st,C,0
0700T,Molec fluor img sus nev 1st,C,0
0700T,Molec fluor img sus nev 1st,C,0
0701T,Molec fluor img sus nev ea,C,0
0701T,Molec fluor img sus nev ea,C,0
0701T,Molec fluor img sus nev ea,C,0
0704T,Rem tx amblyopia setup&edu,C,0
0705T,Rem tx amblyopia tech sprt,C,0
0706T,Rem tx amblyopia i&r phy/qhp,C,0
0707T,Njx b1 sub mtrl sbchdrl dfct,C,0
0708T,Id ca immntx prep & 1st njx,C,0
0709T,Id ca immntx each addl njx,C,0
0710T,N-invas artl plaq alys,C,0
0711T,N-nvs artl plaq alys dat prp,C,0
0712T,N-nvs artl plaq alys quan,C,0
0713T,N-nvs artl plaq alys rvw i&r,C,0
0714T,Tpla b9 prst8 hyprplsa<50ml,C,0
0716T,Car acous wavfrm rec cad rsk,C,0
0717T,Adrc ther prtl rc tear,C,0
0718T,Adrc ther prtl rc tear njx,C,0
0719T,Pst vrt jt rplcmt lmbr 1 sgm,C,0
0720T,Prq elc nrv stim cn wo implt,C,0
0721T,Quan ct tiss charac w/o ct,C,0
0721T,Quan ct tiss charac w/o ct,C,0
0721T,Quan ct tiss charac w/o ct,C,0
0722T,Quan ct tiss charac w/ct,C,0
0722T,Quan ct tiss charac w/ct,C,0
0722T,Quan ct tiss charac w/ct,C,0
0723T,Qmrcp w/o dx mri sm anat ses,C,0
0723T,Qmrcp w/o dx mri sm anat ses,C,0
0723T,Qmrcp w/o dx mri sm anat ses,C,0
0724T,Qmrcp w/dx mri same anatomy,C,0
0724T,Qmrcp w/dx mri same anatomy,C,0
0724T,Qmrcp w/dx mri same anatomy,C,0
0725T,Vestibular dev impltj uni,C,0
0726T,Rmvl implt vstibular dev uni,C,0
0727T,Rmvl&rplcmt implt vstblr dev,C,0
0728T,Dx alys vstblr implt uni 1st,C,0
0729T,Dx alys vstblr implt uni sbq,C,0
0730T,Trabeculotomy lsr w/oct gdn,C,0
0731T,Augmnt ai-based fcl phnt a/r,C,0
0732T,Immntx admn electroporatn im,C,0
0733T,Rem r-t mtn nrehab ther sply,C,0
0734T,Rem r-t mtn nrehab tx mgmt,C,0
0735T,Prep tum cav iort prim crnot,C,0
0736T,Colonic lavage 35+l water,C,0
0737T,Xenograft impltj artclr surf,C,0
0738T,Tx pln mag fld abltj prst8,C,0
0739T,Abltj mal prst8 mag fld ndct,C,0
0740T,Rem auton alg nsln cal setup,C,0
0741T,Rem auton alg nsln data coll,C,0
0742T,Aqmbf spect xers/strs & rest,C,0
0742T,Aqmbf spect xers/strs & rest,C,0
0742T,Aqmbf spect xers/strs & rest,C,0
0743T,B1 str & fx rsk vrt fx assmt,C,0
0743T,B1 str & fx rsk vrt fx assmt,C,0
0743T,B1 str & fx rsk vrt fx assmt,C,0
0744T,Insj bioprostc vlv fem vn,C,0
0745T,Car ablt rad arr n-invas loc,C,0
0746T,Car ablt rad arr cnv loc map,C,0
0747T,Car ablt rad arrhyt dlvr rad,C,0
0748T,Njx stm cl prdct anl sft tis,C,0
0749T,B1 str&fx rsk assmt dxr-bmd,N,0
0750T,B1 str&fx rsk asmt dxrbmd1vw,N,0
0751T,Dgtz gls mcrscp sld level ii,C,0
0752T,Dgtz gls mcrscp sld lvl iii,C,0
0753T,Dgtz gls mcrscp sld level iv,C,0
0754T,Dgtz gls mcrscp sld level v,C,0
0755T,Dgtz gls mcrscp sld level vi,C,0
0756T,Dgtz gls mcrscp sld spc grpi,C,0
0757T,Dgtz gls mcrscp sl spc grpii,C,0
0758T,Dgtz gls mcrscp sl spc hchem,C,0
0759T,Dgtz gls mcrscp sl sp grpiii,C,0
0760T,Dgtz gls mcrscp sl imm 1st,C,0
0761T,Dgtz gls mcrscp sl imm ea 1,C,0
0762T,Dgtz gls mcrscp sl imm ea m,C,0
0763T,Dgtz gls mcrscp mphmtrc alys,C,0
0764T,Asstv alg ecg rsk asmt cncrt,C,0
0765T,Asstv alg ecg rsk asmt prev,C,0
0766T,Tc mag stimj pn 1st nerve,C,0
0767T,Tc mag stimj pn ea addl nrv,C,0
0770T,Vr technology assist therapy,C,0
0771T,Vr px dissoc svc sm phy 1st,C,0
0772T,Vr px dissoc svc sm phy ea,C,0
0773T,Vr px dissoc svc oth phy 1st,C,0
0774T,Vr px dissoc svc oth phy ea,C,0
0776T,Ther indctj ntrabrn hypthrm,C,0
0777T,R-t prs sensing edrl gdn sys,C,0
0777T,R-t prs sensing edrl gdn sys,C,0
0777T,R-t prs sensing edrl gdn sys,C,0
0778T,Smmg cncrnt appl imu snr,C,0
0779T,Gi myoelectrical actv study,C,0
0779T,Gi myoelectrical actv study,C,0
0779T,Gi myoelectrical actv study,C,0
0780T,Instlj fecal microbiota ssp,C,0
0781T,Brnchsc rf dstrj pulm nrv bi,C,0
0782T,Brnchsc rf dstrj plm nrv uni,C,0
0783T,Tc auriculr neurostimulation,C,0
0784T,Ins/rplmt eltrd ra spi nstim,C,0
0785T,Revj/rmvl nea spi w/nstim,C,0
0786T,Insj/rplcmt prq ra sac nstim,C,0
0787T,Revj/rmvl nea sac w/nstim,C,0
0788T,Elec aly smp iins sp/sac nrv,C,0
0789T,Elec aly cpx iins sp/sac nrv,C,0
0790T,Revj rplcmt/rmvl vrt tethrg,C,0
0791T,Motr cog vr gait train ea 15,C,0
0792T,Appl slvr diamn fluoride 38%,N,0
0793T,Prq tcat thrm ablt nrv p-art,C,0
0794T,Pt spec alg rx-onc tx option,C,0
0795T,Tcat ins 2chmbr ldls pm cmpl,C,0
0796T,Tcat ins 2chmbr ldls pm ra,C,0
0797T,Tcat ins 2chmbr ldls pm rv,C,0
0798T,Tcat rmv 2chmbr ldls pm cmpl,C,0
0799T,Tcat rmvl 2chmbr ldls pm ra,C,0
0800T,Tcat rmvl 2chmbr ldls pm rv,C,0
0801T,Tcat rmv&rpl 2chmbr ldls pm,C,0
0802T,Tcat rmv&rpl2chmb ldls pm ra,C,0
0803T,Tcat rmv&rpl2chmb ldls pm rv,C,0
0804T,Prgrmg evl ldls pm 2chmbr ip,C,0
0804T,Prgrmg evl ldls pm 2chmbr ip,C,0
0804T,Prgrmg evl ldls pm 2chmbr ip,C,0
0805T,Tcat s&ivc prstc vl impl prq,C,0
0806T,Tcat s&ivc prstc vl impl opn,C,0
0807T,Pulm tiss vntj alys prev ct,C,0
0807T,Pulm tiss vntj alys prev ct,C,0
0807T,Pulm tiss vntj alys prev ct,C,0
0808T,Pulm tiss vntj alys w/ct,C,0
0808T,Pulm tiss vntj alys w/ct,C,0
0808T,Pulm tiss vntj alys w/ct,C,0
0810T,Subrta njx rx agt w/vtrc,C,0
0811T,Rem mlt day uroflow setup,C,0
0812T,Rem mlt day uroflow dev sply,C,0
0813T,Egd vol adjmt bariatric balo,C,0
0814T,Prq njx biod osteo matrl fem,C,0
0815T,Us rems b1 dns hips plvs/spi,C,0
0815T,Us rems b1 dns hips plvs/spi,C,0
0815T,Us rems b1 dns hips plvs/spi,C,0
0816T,Opn insj/rplcmt ins ptn subq,C,0
0817T,Opn insj/rplcmt ins ptn subf,C,0
0818T,Revj/rmvl ins ptn subq,C,0
0819T,Revj/rmvl ins ptn subf,C,0
0820T,Mntr psychdlc med 1stphy/qhp,C,0
0821T,Mntr psychdlc med 2ndphy/qhp,C,0
0822T,Mntr psychdlc med cln staff,C,0
0823T,Tcat ins 1chmbr ldls pm ra,C,0
0824T,Tcat rmv 1chmbr ldls pm ra,C,0
0825T,Tcat rmv&rpl1chmb ldls pm ra,C,0
0826T,Prgrmg evl ldls pm 1chmbr ip,C,0
0826T,Prgrmg evl ldls pm 1chmbr ip,C,0
0826T,Prgrmg evl ldls pm 1chmbr ip,C,0
0827T,Dgtz gls mcrscp cytp smears,C,0
0828T,Dgtz gls mcrscp cytp smpl fl,C,0
0829T,Dgtz gls mcrscp cytp conctrj,C,0
0830T,Dgtz gls mcrscp cytp slctv,C,0
0831T,Dgtz gls mcrscp cytp c/v,C,0
0832T,Dgtz gls mcrscp cytp oth scr,C,0
0833T,Dgtz gls mcrscp cytp oth prp,C,0
0834T,Dgtz gls mcrscp cytp oth xtn,C,0
0835T,Dgtz gls mcrscp fna 1st ea,C,0
0836T,Dgtz gls mcrscp fna ea addl,C,0
0837T,Dgtz gls mcrscp fna i&r,C,0
0838T,Dgtz gls mcrscp cslt sld els,C,0
0839T,Dgtz gls mcrscp cslt mat prp,C,0
0840T,Dgtz gls mcrscp cslt compre,C,0
0841T,Dgtz gls mcrscp pth cslt 1st,C,0
0842T,Dgtz gls mcrscp pth cslt ea,C,0
0843T,Dgtz gls mcrscp cslt cyt 1st,C,0
0844T,Dgtz gls mcrscp cslt cyt ea,C,0
0845T,Dgtz gls mcrscp imfluor 1st,C,0
0846T,Dgtz gls mcrscp imfluor ea,C,0
0847T,Dgtz gls mcrscp xm arch tiss,C,0
0848T,Dgtz gls mcrscp ish 1st,C,0
0849T,Dgtz gls mcrscp ish ea adl 1,C,0
0850T,Dgtz gls mcrscp ish ea mult,C,0
0851T,Dgtz gls mcrscp mphmtrc 1st,C,0
0852T,Dgtz gls mcrscp mphmtrc ea 1,C,0
0853T,Dgtz gls mcrscp mphmtrc ea m,C,0
0854T,Dgtz gls mcrscp bld smr prph,C,0
0855T,Dgtz gls mcrscp b1 marow smr,C,0
0856T,Dgtz gls mcrscp electron mic,C,0
0857T,Opto-acoustic img breast uni,C,0
0857T,Opto-acoustic img breast uni,C,0
0857T,Opto-acoustic img breast uni,C,0
0858T,Ext trnscranl mag stimj meas,C,0
0858T,Ext trnscranl mag stimj meas,C,0
0858T,Ext trnscranl mag stimj meas,C,0
0859T,Ncntc ifr spctrsc o/t pad ea,C,0
0859T,Ncntc ifr spctrsc o/t pad ea,C,0
0859T,Ncntc ifr spctrsc o/t pad ea,C,0
0860T,Ncntc ifr spctrsc scr pad,N,0
0861T,Rmvl pg wcs lv both compnt,C,0
0862T,Rlcj pg wcs lv battery only,C,0
0863T,Rlcj pg wcs lv trnsmtr only,C,0
0864T,Low ntsty eswt corpus cvrnsm,C,0
0865T,Quan mri alys brn w/o dx mri,C,0
0865T,Quan mri alys brn w/o dx mri,C,0
0865T,Quan mri alys brn w/o dx mri,C,0
0866T,Quan mri alys brn w/dx mri,C,0
0866T,Quan mri alys brn w/dx mri,C,0
0866T,Quan mri alys brn w/dx mri,C,0
0867T,Tpla b9 prst8 hyprplsa>=50ml,C,0
0868T,Hi-res gastric ep mapping,C,0
0868T,Hi-res gastric ep mapping,C,0
0868T,Hi-res gastric ep mapping,C,0
0869T,Njx b1 sub mtrl hw fixj aug,C,0
0870T,Imp subq prtl ascts pmp sys,C,0
0871T,Rplcmt subq prtl ascites pmp,C,0
0872T,Rplcmt ndwllg bldr&prtl cath,C,0
0873T,Revj subq prtl asct pmp sys,C,0
0874T,Rmvl pertl ascites pmp sys,C,0
0875T,Prgrm subq prtl asct pmp sys,C,0
0876T,Duplex scan hemo fstl lmtd,C,0
0876T,Duplex scan hemo fstl lmtd,C,0
0876T,Duplex scan hemo fstl lmtd,C,0
0877T,Augmnt alys ch ct ild w/o ct,C,0
0878T,Augmnt alys ch ct ild w/ct,C,0
0879T,Augmnt alys ch ct ild prep,C,0
0880T,Augmnt alys ch ct ild i&r,C,0
0881T,Cryotherapy oral cavity,C,0
0882T,Intraop ther estim pn ue 1st,C,0
0883T,Intraop ther estim pn ue ea,C,0
0884T,Esphgsc flx 1st tndsc dilat,C,0
0885T,Colsc flx 1st tndsc dilat,C,0
0886T,Sgmdsc flx 1st tndsc dilat,C,0
0887T,End-tidal ctrl inhaled anes,C,0
0888T,Histotripsy mal renal tissue,C,0
0889T,Prsnlz trgt dvl arhfcmrigtbs,C,0
0890T,Arhfcmrigtbs 1st tx day,C,0
0891T,Arhfcmrigtbs sbsq tx day,C,0
0892T,Arhfcmrigtbs sbsq per tx day,C,0
0893T,N-invas assmt bld oxygnation,C,0
0893T,N-invas assmt bld oxygnation,C,0
0893T,N-invas assmt bld oxygnation,C,0
0894T,Cannulation liver allograft,C,0
0895T,Connj lvr algrft prfu dev 1,C,0
0896T,Connj lvr algrft prfu dev ea,C,0
0897T,N-invas augmnt arrhyt alys,C,0
0897T,N-invas augmnt arrhyt alys,C,0
0897T,N-invas augmnt arrhyt alys,C,0
0898T,N-invas prst8 cancer est map,C,0
0898T,N-invas prst8 cancer est map,C,0
0898T,N-invas prst8 cancer est map,C,0
0899T,N-invas deter aqmbf aug cmr,C,0
0899T,N-invas deter aqmbf aug cmr,C,0
0899T,N-invas deter aqmbf aug cmr,C,0
0900T,N-invas est aqmbf asstv cmr,C,0
0900T,N-invas est aqmbf asstv cmr,C,0
0900T,N-invas est aqmbf asstv cmr,C,0
0901T,Plmt bone marrow smplg port,C,0
0902T,Qtc ntrvl augmnt alg aly ecg,C,0
0903T,Ecg alg 12 lead reduced i&r,C,0
0904T,Ecg alg 12 ld rdcd trcg only,C,0
0905T,Ecg alg 12 ld rdcd i&r only,C,0
0906T,Coms ther 1st appl<=50 sq cm,C,0
0907T,Coms ther ea addl<=50 sq cm,C,0
0908T,Opn imp int nstm sys vgs nrv,C,0
0909T,Rplcmt int nstim sys vgs nrv,C,0
0910T,Rmvl int nstim sys vagus nrv,C,0
0911T,Elec aly nstm sys vgs nrv wo,C,0
0912T,Elec alys nstim sys vgs smpl,C,0
0913T,Prq tcat ther rx ntrac balo1,C,0
0914T,Prq tcat thr rx ntrc bal sep,C,0
0915T,Insj perm ccm-d sys pg&eltrd,C,0
0916T,Insj perm ccm-d sys pg only,C,0
0917T,Insj perm ccm-d sys 1 lead,C,0
0918T,Insj perm ccm-d sys dual ld,C,0
0919T,Rmvl perm ccm-d sys pg only,C,0
0920T,Rmvl perm ccm-d sys 1 pac ld,C,0
0921T,Rmvl perm ccm-d sys 1 dfb ld,C,0
0922T,Rmvl perm ccm-d sys dual ld,C,0
0923T,Rmvl&rplcmt perm ccm-d pg,C,0
0924T,Rpos prv ccm-d trnsvns eltrd,C,0
0925T,Rlcj skin pocket ccm-d pg,C,0
0926T,Prgrmg dev eval ccm-d ip,C,0
0926T,Prgrmg dev eval ccm-d ip,C,0
0926T,Prgrmg dev eval ccm-d ip,C,0
0927T,Interrog dev eval ccm-d ip,C,0
0927T,Interrog dev eval ccm-d ip,C,0
0927T,Interrog dev eval ccm-d ip,C,0
0928T,Rem interrog dev ccm-d phys,C,0
0929T,Rem interrog dev ccm-d tech,C,0
0930T,Ephys eval ccm-d ld 1st impl,C,0
0930T,Ephys eval ccm-d ld 1st impl,C,0
0930T,Ephys eval ccm-d ld 1st impl,C,0
0931T,Ephys eval ccm-d ld separate,C,0
0931T,Ephys eval ccm-d ld separate,C,0
0931T,Ephys eval ccm-d ld separate,C,0
0932T,N-invs det hrt fail aug echo,C,0
0932T,N-invs det hrt fail aug echo,C,0
0932T,N-invs det hrt fail aug echo,C,0
0933T,Tcat impl wrls l atr prs snr,C,0
0934T,Rem mntr wrls l atr prs snr,C,0
0935T,Cysto w/rnl pel symp dnrvtj,C,0
0936T,Photobiomodulation ther rta,C,0
0937T,Xtrnl ecg rec>15d<30d,C,0
0938T,Xtrnl ecg rec>15d<30d rec,C,0
0939T,Xtrnl ecg rec>15d<30d scan,C,0
0940T,Xtrnl ecg rec>15d<30d r&i,C,0
0941T,Cysto flx ins&xpns urtl scaf,C,0
0942T,Cysto flx rmv&rplc urtl scaf,C,0
0943T,Cysto flx rmvl urtl scaffold,C,0
0944T,3d cntr simula trgt lvr les,C,0
0944T,3d cntr simula trgt lvr les,C,0
0944T,3d cntr simula trgt lvr les,C,0
0945T,Intraop assmt abnl tum tiss,C,0
0946T,Ortho impl mvmt alys pair ct,C,0
0946T,Ortho impl mvmt alys pair ct,C,0
0946T,Ortho impl mvmt alys pair ct,C,0
0947T,Mrgfus strtctc bl-br disrpj,C,0
0947T,Mrgfus strtctc bl-br disrpj,C,0
0947T,Mrgfus strtctc bl-br disrpj,C,0
0948T,Rem interrog dev ccm phys,C,0
0949T,Rem interrog dev ccm tech,C,0
0950T,Abltj b9 prst8 tissue hifu,C,0
0951T,Tot impl amei 1st plmt,N,0
0952T,Tot impl amei rev/rplc mstdc,N,0
0953T,Tot impl amei rev/rplc w/o,N,0
0954T,Tot impl amei rplc snd proc,N,0
0955T,Tot impl amei removal,N,0
0956T,Prt crn ch cr&tun elt s-sclp,C,0
0957T,Rev s-sclp eltr ra rcvr&tlmt,C,0
0958T,Rmv s-sclp eltr ra rcvr&tlmt,C,0
0959T,Rmv/rplc magnet coil assem,C,0
0960T,Rpl s-sclp eltr ra rcvr&tlmt,C,0
0961T,Shortwave ifr radiation img,C,0
0961T,Shortwave ifr radiation img,C,0
0961T,Shortwave ifr radiation img,C,0
0962T,Asstv alg alys acous&ecg rec,C,0
0962T,Asstv alg alys acous&ecg rec,C,0
0962T,Asstv alg alys acous&ecg rec,C,0
0963T,Anosc sbmcsl njx bulking agt,C,0
0964T,I&cust prep jaw xpnsj 1arch,C,0
0965T,I&cst prp jw xpn dl arch non,C,0
0966T,I&cst prp jw xpn dl arch fxd,C,0
0967T,Tranal ins tmp clrc anst dev,C,0
0968T,Insj/rplcmt epcrnl nstim sys,C,0
0969T,Removal epicranial nstim sys,C,0
0970T,Ablt b9 brst tum perq lsr ea,C,0
0971T,Ablt mal brst tum pq lsr uni,C,0
0972T,Asstv alg clsfctn burn hlg,C,0
0972T,Asstv alg clsfctn burn hlg,C,0
0972T,Asstv alg clsfctn burn hlg,C,0
0973T,Slctv nzmtc dbrdmt t/a/l 1st,C,0
0974T,Slctv nzmtc dbrdmt t/a/l ea,C,0
0975T,Slctv nzmtc dbrdmt s/n/hf 1,C,0
0976T,Slctv nzmtc dbrdmt s/n/hf ea,C,0
0977T,Upr gi bld detcj snr capsule,C,0
0977T,Upr gi bld detcj snr capsule,C,0
0977T,Upr gi bld detcj snr capsule,C,0
0978T,Submucosal cryolysis therapy,C,0
0979T,Sbmcsl crylys ther sft palt,C,0
0980T,Sbmcsl crylys ther tng&tnsl,C,0
0981T,Tcat impl wrls ivc snr,C,0
0982T,Rem mntr impl ivc snr set-up,C,0
0983T,Rem mntr impl ivc snr phys,C,0
0984T,Iv img xtrc cere vsl oct 1st,C,0
0984T,Iv img xtrc cere vsl oct 1st,C,0
0984T,Iv img xtrc cere vsl oct 1st,C,0
0985T,Iv img xtrc cere vsl oct ea,C,0
0985T,Iv img xtrc cere vsl oct ea,C,0
0985T,Iv img xtrc cere vsl oct ea,C,0
0986T,Iv img icr cere vsl oct 1st,C,0
0986T,Iv img icr cere vsl oct 1st,C,0
0986T,Iv img icr cere vsl oct 1st,C,0
0987T,Iv img icr cere vsl oct ea,C,0
0987T,Iv img icr cere vsl oct ea,C,0
0987T,Iv img icr cere vsl oct ea,C,0
10004,Fna bx w/o img gdn ea addl,A,0.8
10005,Fna bx w/us gdn 1st les,A,1.46
10006,Fna bx w/us gdn ea addl,A,1
10007,Fna bx w/fluor gdn 1st les,A,1.81
10008,Fna bx w/fluor gdn ea addl,A,1.18
10009,Fna bx w/ct gdn 1st les,A,2.26
1000F,Tobacco use assessed,I,0
10010,Fna bx w/ct gdn ea addl,A,1.65
10011,Fna bx w/mr gdn 1st les,C,0
10012,Fna bx w/mr gdn ea addl,C,0
10021,Fna bx w/o img gdn 1st les,A,1.03
1002F,Assess anginal symptom/level,I,0
10030,Img gid flu coll drg sft tis,A,2.75
10035,Plmt sft tiss loclzj dev 1st,A,1.7
10036,Plmt sft tiss loclzj dev ea,A,0.85
1003F,Level of activity assess,I,0
10040,Acne surgery,A,0.91
1004F,Clin symp vol ovrld assess,I,0
1005F,Asthma symptoms evaluate,I,0
10060,I&d abscess simple/single,A,1.22
10061,I&d abscess comp/multiple,A,2.45
1006F,Osteoarthritis assess,I,0
1007F,Anti-inflm/anlgsc otc assess,I,0
10080,I&d pilonidal cyst simple,A,1.22
10081,I&d pilonidal cyst comp,A,2.5
1008F,Gi/renal risk assess,I,0
1010F,Severity angina by actvty,I,0
1011F,Angina present,I,0
10120,Inc&rmvl fb subq tiss smpl,A,1.22
10121,Inc&rmvl fb subq tiss comp,A,2.74
1012F,Angina absent,I,0
10140,I&d hmtma seroma/fluid collj,A,1.58
1015F,Copd symptoms assess,I,0
10160,Pnxr aspir absc hmtma bulla,A,1.25
10180,I&d complex po wound infctj,A,2.3
1018F,Assess dyspnea not present,I,0
1019F,Assess dyspnea present,I,0
1022F,Pneumo imm status assess,I,0
1026F,Co-morbid condition assess,I,0
1030F,Influenza imm status assess,I,0
1031F,Smoking & 2nd hand assessed,I,0
1032F,Smoker/exposed 2nd hnd smoke,I,0
1033F,Tobacco nonsmoker nor 2ndhnd,I,0
1034F,Current tobacco smoker,I,0
1035F,Smokeless tobacco user,I,0
1036F,Tobacco non-user,M,0
1038F,Persistent asthma,M,0
1039F,Intermittent asthma,M,0
1040F,Dsm-5 info mdd docd,I,0
1050F,History of mole changes,I,0
1052F,Type location activityassess,I,0
1055F,Visual funct status assess,I,0
1060F,Doc perm/cont/parox atr fib,I,0
1061F,Doc lack perm&cont&parox fib,I,0
1065F,Ischm stroke symp lt3 hrsb/4,I,0
1066F,Ischm stroke sx onset>=3hr,I,0
1070F,Alarm symp assessed-absent,I,0
1071F,Alarm symp assessed-1+ prsnt,I,0
1090F,Pres/absn urine incon assess,M,0
1091F,Urine incon characterized,I,0
11000,Dbrdmt ecz/infected skin<10%,A,0.6
11001,Dbrdmt ecz/infct skn ea addl,A,0.3
11004,Dbrdmt skin xtrnl gent&per,A,10.8
11005,Dbrdmt skin abdominal wall,A,14.24
11006,Dbrdmt skin xtrnl gent per,A,13.1
11008,Rmv prstc mtrl/mesh abd wall,A,5
1100F,Ptfalls assess-docd ge2>/yr,M,0
11010,Debride skin at fx site,A,4.19
11011,Debride skin musc at fx site,A,4.94
11012,Deb skin bone at fx site,A,6.87
1101F,Pt falls assess-docd le1/yr,I,0
11042,Dbrdmt subq tis 1st 20sqcm/<,A,1.01
11043,Dbrdmt musc&/fsca 1st 20/<,A,2.7
11044,Dbrdmt bone 1st 20 sq cm/<,A,4.1
11045,Dbrdmt subq tiss each addl,A,0.5
11046,Dbrdmt musc&/fsca ea addl,A,1.03
11047,Dbrdmt bone each addl,A,1.8
11055,Paring/cutg b9 hyprker les 1,R,0.35
11056,Parng/cutg b9 hyprkr les 2-4,R,0.5
11057,Parng/cutg b9 hyprkr les >4,R,0.65
11102,Tangntl bx skin single les,A,0.66
11103,Tangntl bx skin ea sep/addl,A,0.38
11104,Punch bx skin single lesion,A,0.83
11105,Punch bx skin ea sep/addl,A,0.45
11106,Incal bx skn single les,A,1.01
11107,Incal bx skn ea sep/addl,A,0.54
1110F,Pt lft inpt fac w/in 60 days,I,0
1111F,Dschrg med/current med merge,I,0
1116F,Auric/peri pain assessed,I,0
1118F,Gerd symps assessed 12 month,I,0
1119F,Init eval for condition,I,0
11200,Rmvl skin tags up to&inc 15,A,0.82
11201,Rmvl skin tags ea addl 10,A,0.29
1121F,Subs eval for condition,I,0
1123F,Acp discuss/dscn mkr docd,M,0
1124F,Acp discuss-no dscnmkr docd,M,0
1125F,Amnt pain noted pain prsnt,M,0
1126F,Amnt pain noted none prsnt,M,0
1127F,New episode for condition,I,0
1128F,Subs episode for condition,I,0
11300,Shave skin lesion 0.5 cm/<,A,0.6
11301,Shave skin lesion 0.6-1.0 cm,A,0.9
11302,Shave skin lesion 1.1-2.0 cm,A,1.05
11303,Shave skin lesion >2.0 cm,A,1.25
11305,Shave skin lesion 0.5 cm/<,A,0.8
11306,Shave skin lesion 0.6-1.0 cm,A,0.96
11307,Shave skin lesion 1.1-2.0 cm,A,1.2
11308,Shave skin lesion >2.0 cm,A,1.46
1130F,Bk pain & fxn assessed,I,0
11310,Shave skin lesion 0.5 cm/<,A,0.8
11311,Shave skin lesion 0.6-1.0 cm,A,1.1
11312,Shave skin lesion 1.1-2.0 cm,A,1.3
11313,Shave skin lesion >2.0 cm,A,1.68
1134F,Epsd bk pain for 6 wks/<,I,0
1135F,Epsd bk pain for >6 wks,I,0
1136F,Epsd bk pain for 12 wks/<,I,0
1137F,Epsd bk pain for >12 wks,I,0
11400,Exc tr-ext b9+marg 0.5 cm<,A,0.9
11401,Exc tr-ext b9+marg 0.6-1 cm,A,1.28
11402,Exc tr-ext b9+marg 1.1-2 cm,A,1.45
11403,Exc tr-ext b9+marg 2.1-3cm,A,1.84
11404,Exc tr-ext b9+marg 3.1-4 cm,A,2.11
11406,Exc tr-ext b9+marg >4.0 cm,A,3.52
11420,Exc h-f-nk-sp b9+marg 0.5/<,A,1.03
11421,Exc h-f-nk-sp b9+marg 0.6-1,A,1.47
11422,Exc h-f-nk-sp b9+marg 1.1-2,A,1.68
11423,Exc h-f-nk-sp b9+marg 2.1-3,A,2.06
11424,Exc h-f-nk-sp b9+marg 3.1-4,A,2.48
11426,Exc h-f-nk-sp b9+marg >4 cm,A,4.09
11440,Exc face-mm b9+marg 0.5 cm/<,A,1.05
11441,Exc face-mm b9+marg 0.6-1 cm,A,1.53
11442,Exc face-mm b9+marg 1.1-2 cm,A,1.77
11443,Exc face-mm b9+marg 2.1-3 cm,A,2.34
11444,Exc face-mm b9+marg 3.1-4 cm,A,3.19
11446,Exc face-mm b9+marg >4 cm,A,4.8
11450,Exc skn hdrdnt ax smpl/ntrm,A,3.22
11451,Exc skn hdrdnt ax complex,A,4.43
11462,Exc skn hdrdnt ing smpl/ntrm,A,3
11463,Exc skn hdrdnt ing complex,A,4.43
11470,Exc skn h/p/p/u smpl/ntrm,A,3.74
11471,Exc skn h/p/p/u complex,A,4.89
1150F,Doc pt rsk death w/in 1yr,I,0
1151F,Doc no pt rsk death w/in 1yr,I,0
1152F,Doc advncd dis comfort 1st,I,0
1153F,Doc advncd dis cmfrt not 1st,I,0
1157F,Advnc care plan in rcrd,I,0
1158F,Advnc care plan tlk docd,I,0
1159F,Med list docd in rcrd,I,0
11600,Exc tr-ext mal+marg 0.5 cm/<,A,1.63
